,ServiceNo,Operator,Direction,BusStopCode,RoadName,Description,Latitude,Longitude
22996,93,SBST,1,14161,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327
22997,93,SBST,1,14151,Telok Blangah Rd,Opp Chr Community Chapel,1.26964765905364,103.8129359412343
22998,93,SBST,1,14131,Telok Blangah Rd,Caribbean at Keppel Bay,1.26740130257465,103.81675441150335
22999,93,SBST,1,14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407
23000,93,SBST,1,11041,Queensway,Aft C'wealth Dr,1.29624499998226,103.79952333299494
23001,93,SBST,1,51131,Braddell Rd,Opp Braddell View,1.34429,103.839394
23002,93,SBST,1,41111,Farrer Rd,Lutheran Twrs,1.32081170217365,103.81185140010722
23003,93,SBST,1,52021,Braddell Rd,OPP BLK 1004,1.34431313758435,103.84766088139544
23004,93,SBST,1,82069,Changi Rd,Aft Lor 106 Changi,1.31709537499354,103.90295147896968
23005,93,SBST,1,83109,Jln Eunos,Opp Eunos Stn,1.32135678897249,103.90537221650077
23006,93,SBST,1,83119,Jln Eunos,Opp Blk 16,1.32306974700238,103.90560762847844
23007,93,SBST,1,72019,Jln Eunos,Opp Blk 322,1.32884628389091,103.90546507501656
23008,93,SBST,1,71091,Eunos Link,Blk 637,1.33073374785934,103.90373154551284
23009,93,SBST,1,52011,Braddell Rd,Opp Raffles Girls' Sch,1.34504127313408,103.84263401771712
23010,93,SBST,1,71071,Eunos Link,Opp Comfort Driving Ctr,1.33638181561906,103.89785574766542
23011,93,SBST,1,71021,Airport Rd,Opp Comfort Test Ctr,1.33655775095595,103.89468782549604
23012,93,SBST,1,71171,Airport Rd,Opp Scdf Hq,1.33497828854869,103.89238738026172
23013,93,SBST,1,71011,Airport Rd,Aft Paya Lebar Rd,1.33411688207761,103.8905439271326
23014,93,SBST,1,70289,Upp Paya Lebar Rd,Aft Tai Seng Stn Exit C,1.3350640000249,103.8886929999761
23015,93,SBST,1,70299,Upp Paya Lebar Rd,Opp Asiawide Ind Bldg,1.3374750000156,103.88758305557133
23016,93,SBST,1,71081,Eunos Link,Eunos Technolink,1.33375855817569,103.9005998503616
23017,93,SBST,1,62069,Bartley Rd,Bef Upp Paya Lebar Rd,1.34209858960795,103.8816130556676
23018,93,SBST,1,70309,Upp Paya Lebar Rd,Opp Paya Lebar St,1.33965000001824,103.88639700003634
23019,93,SBST,1,52031,Braddell Rd,OPP BLK 998,1.34404852974216,103.85026155631284
23020,93,SBST,1,52051,Braddell Rd,BLK 147,1.34338820709349,103.85469257245784
23021,93,SBST,1,66061,Braddell Rd,Aft Lynwood Gr,1.34405111099275,103.86346055601663
23022,93,SBST,1,66071,Braddell Rd,Opp PUB Recreation Club,1.34375516528836,103.86737312632222
23023,93,SBST,1,52061,Braddell Rd,BCA Acad,1.34352174018964,103.85873879159364
23024,93,SBST,1,62109,Bartley Rd,Aft Upp Serangoon Rd,1.34374111656683,103.87380734555012
23025,93,SBST,1,62099,Bartley Rd,Gambir Ridge,1.34412749517611,103.87562115587856
23026,93,SBST,1,62089,Bartley Rd,Bartley Chr Ch,1.34383983323818,103.8782509427123
23027,93,SBST,1,62079,Bartley Rd,AFT BARTLEY STN EXIT B,1.34296635529936,103.87976646424752
23028,93,SBST,1,66081,Braddell Rd,Opp S'pore Power Trg Inst,1.34302188357133,103.86962821126625
23029,94,SBST,1,71081,Eunos Link,Eunos Technolink,1.33375855817569,103.9005998503616
23030,94,SBST,1,71049,Airport Rd,Air Force Museum,1.34609209274348,103.89881549663342
23031,94,SBST,1,71189,Airport Rd,Paya Lebar Air Base,1.34494057674135,103.89909457528678
23032,94,SBST,1,71071,Eunos Link,Opp Comfort Driving Ctr,1.33638181561906,103.89785574766542
