,school_name,category,address,longitude,latitude
1601,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,PRESCHOOL,"433,CHOA CHU KANG AVE 4,#01-535,680433",103.741771823351,1.38493078338858
1598,SHEFFIELD KIDSWORLD (SK) PTE. LTD.,PRESCHOOL,"131,RIVERVALE STREET,#01-868,540131",103.903081571286,1.38934424778155
47,SHEFFIELD KIDSWORLD (ST ANNE) PTE. LTD.,PRESCHOOL,"1,ST. ANNE'S WOOD,545271",103.902969259017,1.39104888273859
73,SHEFFIELD KIDSWORLD (WLDS) PTE. LTD.,PRESCHOOL,"660,WOODLANDS RING ROAD,#01-132,730660",103.799477677399,1.43571213483054
1300,SHOOTING STAR PRESCHOOL PTE LTD,PRESCHOOL,"305,SHUNFU ROAD,#01-103,570305",103.838727571988,1.35011506071478
1495,SILK EDUCATION PTE. LTD.,PRESCHOOL,"246,HOUGANG STREET 22,#01-153,530246",103.891460074318,1.35876258437852
169,SINGAPORE HOKKIEN HUAY KUAN PRESCHOOL,PRESCHOOL,"5,SENNETT ROAD,SINGAPORE HOKKIEN HUAY KUAN CULTURAL ACADENY,466781",103.938533936268,1.3156656914669
24,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"992B,BUANGKOK LINK,#01-181,BUANGKOK SQUARE,532992",103.881672473881,1.3838267304931
31,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"432,BUKIT BATOK WEST AVENUE 8,#01-11,MULTI STOREY CAR PARK,650432",103.742364555897,1.36053358595047
57,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"606B,TAMPINES STREET 61,#01-404,TAMPINES GREENRIDGES,522606",103.937401758053,1.36230165817252
335,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"1,PUNGGOL DRIVE,#03-03,HDB PUNGGOL BRANCH,828629",103.905104199124,1.40829892495231
352,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"465,FERNVALE ROAD,#01-06,FERNVALE VINES,790465",103.876538391161,1.39814678014706
365,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"423B,NORTHSHORE CRESCENT,#01-137,NORTHSHORE COVE,822423",103.906324283634,1.41903834551696
405,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"782D,WOODLANDS CRESCENT,#01-341,734782",103.803035445933,1.44817394200904
484,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"61,YISHUN AVENUE 11,768866",103.845482462681,1.42425474652947
512,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"101,CANBERRA STREET,750101",103.830859953414,1.45139998591606
589,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"60,SENGKANG WEST AVENUE,797383",103.87294634443,1.39057625467062
599,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"807C,CHAI CHEE ROAD,#01-56,PING YI GREENS,463807",103.92324860169,1.3279979407231
619,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"357,UBI ROAD 3,#01-01,UBI GROVE,400357",103.898782658385,1.32897223349074
649,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"673A,EDGEFIELD PLAINS,#01-593,821673",103.911613297113,1.40667672210889
1048,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"209B,CLEMENTI AVENUE 6,#B1-229,CLEMENTI NORTHARC,122209",103.763858722838,1.32307183298737
1073,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"409B,NORTHSHORE DRIVE,#02-258,NORTHSHORE RESIDENCES II,822409",103.902672012959,1.41758014529069
1214,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"512,YISHUN STREET 51,#01-01,MULTI STOREY CAR PARK,760512",103.841250663012,1.41481827393275
1235,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"214A,BIDADARI PARK DRIVE,#01-627,WOODLEIGH HILLSIDE,361214",103.874917224342,1.34311119403389
1255,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"430A,YISHUN AVENUE 11,#01-376,761430",103.848563744666,1.42141170441529
1256,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"655B,PUNGGOL EAST,#01-738,WATERWAY SUNRISE I,822655",103.921078295938,1.39879006887636
1258,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"314A,PUNGGOL WAY,#02-601,WATERWAY CASCADIA,821314",103.898017940475,1.40826187839775
1259,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"3,ANCHORVALE CRESCENT,544618",103.887278025209,1.39837686069905
1260,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"636C,SENJA ROAD,#01-335,673636",103.759118571415,1.38743454593269
1352,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"365,SEMBAWANG CRESCENT,#01-11,MULTI STOREY CAR PARK,750365",103.816263881257,1.44436832551494
1353,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"128B,CANBERRA STREET,#01-530,EASTCROWN @ CANBERRA,752128",103.833925659353,1.44514889153347
1354,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"336B,ANCHORVALE CRESCENT,#01-38,542336",103.889080056801,1.39753870318824
1355,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"878C,TAMPINES AVENUE 8,#02-65,TAMPINES GREEN FOREST,523878",103.929363834798,1.35126411286423
1356,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"524A,TAMPINES CENTRAL 7,#01-51,521524",103.938908850193,1.35835090076118
1357,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"24,MARSILING DRIVE,#01-191,730024",103.77213161946,1.44150533051525
1358,SKOOL4KIDZ PRESCHOOL,PRESCHOOL,"628A,WOODLANDS RING ROAD,#01-282,731628",103.800850684514,1.43497477389557
1899,SKOOL4KIDZ PRESCHOOL @ TAMPINES GREENGEM,PRESCHOOL,"954A,TAMPINES STREET 96,#01-205,TAMPINES GREENGEM,521954",103.937280857532,1.34333728229859
1902,SKOOL4KIDZ PRESCHOOL @ YISHUN GROVE SPRING,PRESCHOOL,"482,YISHUN AVE 6,#01-01,YISHUN GROVE SPRING,760482",103.849212545971,1.43172898326772
982,SMALL WONDER @ SEMBAWANG (YISHUN 716),PRESCHOOL,"716,YISHUN STREET 71,#01-258,760716",103.827704108295,1.42621096565013
969,SMALL WONDER PRESCHOOL @ CHONG PANG (YISHUN 701),PRESCHOOL,"701A,YISHUN AVENUE 5,#03-02,CENTRAL 24-HR CLINIC (YISHUN),761701",103.827984686017,1.42994185594478
973,SMALL WONDER PRESCHOOL @ SIMS,PRESCHOOL,"110,LORONG 23 GEYLANG,#01-05,VICTORY CENTRE,388410",103.881336904053,1.31826224575141
387,SMALL WONDER PRESCHOOL @ UBI,PRESCHOOL,"306,UBI AVENUE 1,#02-185,400306",103.901930369733,1.32987117232209
604,SMALL WONDER PRESCHOOL @BUKIT BATOK EAST,PRESCHOOL,"296A,BUKIT BATOK STREET 22,#01-56,SKYLINE II @ BUKIT BATOK,651296",103.746409176377,1.34409358218354
980,SMALL WONDER PRESCHOOL @POTONG PASIR,PRESCHOOL,"113,POTONG PASIR AVENUE 1,#01-838,350113",103.863599507828,1.33605593871885
120,SMALL WONDER PRESCHOOL ANCHORVALE,PRESCHOOL,"327B,ANCHORVALE ROAD,#01-322,542327",103.888633285424,1.39564692396471
979,SMALL WONDER PRESCHOOL ANG MO KIO,PRESCHOOL,"190,ANG MO KIO AVENUE 8,#03-02,THE GRASSROOT'S CLUB,568046",103.846551926692,1.38073719111432
336,SMALL WONDER PRESCHOOL BISHAN (MARYMOUNT),PRESCHOOL,"37,JALAN PEMIMPIN,#02-03,MAPEX,577177",103.840907482125,1.34884336335242
986,SMALL WONDER PRESCHOOL BUKIT BATOK (STREET 11),PRESCHOOL,"159,BUKIT BATOK STREET 11,#01-180,650159",103.742708636413,1.34857537953675
978,SMALL WONDER PRESCHOOL BUKIT GOMBAK,PRESCHOOL,"2,BUKIT BATOK WEST AVENUE 7,#01-05,659003",103.746951747398,1.36616711565267
974,SMALL WONDER PRESCHOOL BUKIT PANJANG,PRESCHOOL,"435,BUKIT PANJANG RING ROAD,#01-653,670435",103.770196329443,1.38603975530039
481,SMALL WONDER PRESCHOOL BUKIT TIMAH,PRESCHOOL,"170,UPPER BUKIT TIMAH ROAD,#B2-19,BUKIT TIMAH SHOPPING CENTRE,588179",103.776031354379,1.34316475341698
977,SMALL WONDER PRESCHOOL BUONA VISTA,PRESCHOOL,"11,SLIM BARRACKS RISE,#06-02,NTU ALUMNI HOUSE,138664",103.790048011544,1.30380338823957
976,SMALL WONDER PRESCHOOL CHANGI (SUTD),PRESCHOOL,"53,CHANGI SOUTH AVENUE 1,#01-06,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,485996",103.964089958959,1.34282849435956
383,SMALL WONDER PRESCHOOL CHOA CHU KANG,PRESCHOOL,"253,CHOA CHU KANG AVENUE 1,#01-11,KEAT HONG SHOPPING CENTRE,680253",103.744548948082,1.37677749544409
118,SMALL WONDER PRESCHOOL GAMBAS (NORDCOM II),PRESCHOOL,"2,GAMBAS CRESCENT,#01-03,NORDCOM II,757044",103.815893655259,1.44309365595112
981,SMALL WONDER PRESCHOOL INTERNATIONAL BUSINESS PARK,PRESCHOOL,"2,INTERNATIONAL BUSINESS PARK,#01-06-08,THE STRATEGY,609930",103.747155986864,1.33009667044351
985,SMALL WONDER PRESCHOOL JURONG EAST,PRESCHOOL,"255,JURONG EAST STREET 24,#01-315,600255",103.737908581997,1.34434131896457
341,SMALL WONDER PRESCHOOL JURONG WEST,PRESCHOOL,"667C,JURONG WEST STREET 65,#01-139,643667",103.702295748842,1.34114842114912
960,SMALL WONDER PRESCHOOL KHATIB,PRESCHOOL,"2,YISHUN WALK,#1-01-09,HOMETEAM NS KHATIB,767944",103.831102367478,1.41470892392505
970,SMALL WONDER PRESCHOOL LAKESIDE,PRESCHOOL,"10,JURONG LAKE LINK,#01-33,LAKE GRANDE,648131",103.724619105198,1.34594578766091
390,SMALL WONDER PRESCHOOL MARINE PARADE,PRESCHOOL,"50,MARINE TERRACE,#02-265,MARINE PARADE DISTRICT HALL,440050",103.915837350826,1.30532268853403
983,SMALL WONDER PRESCHOOL NEE SOON,PRESCHOOL,"290,YISHUN STREET 22,#03-401,760290",103.836163110282,1.43606266266361
972,SMALL WONDER PRESCHOOL PIONEER,PRESCHOOL,"20,JURONG WEST STREET 93,#01-03,JURONG WEST SPORTS & RECREATION CTR,648965",103.69386868465,1.33821088716936
122,SMALL WONDER PRESCHOOL PUNGGOL,PRESCHOOL,"211A,PUNGGOL WALK,#01-623,821211",103.899944356053,1.40175984290477
320,SMALL WONDER PRESCHOOL QUEENSTOWN,PRESCHOOL,"1,DUNDEE ROAD,#01-01,QUEENS PEAK,149456",103.806830290183,1.29474611826682
971,SMALL WONDER PRESCHOOL SENGKANG,PRESCHOOL,"21,FERNVALE ROAD,#01-01,HIGH PARK RESIDENCES,797637",103.875132778517,1.39638961318515
119,SMALL WONDER PRESCHOOL SERANGOON NORTH,PRESCHOOL,"6,SERANGOON NORTH AVENUE 5,#02-01,554910",103.869082561303,1.37446629705356
319,SMALL WONDER PRESCHOOL TAMAN JURONG,PRESCHOOL,"399,YUNG SHENG ROAD,#01-48,610399",103.72026802061,1.3350420286067
984,SMALL WONDER PRESCHOOL TAMPINES EAST (CHANGKAT),PRESCHOOL,"305,TAMPINES STREET 32,#01-80,520305",103.955871285534,1.35241346727103
52,SMALL WONDER PRESCHOOL TAMPINES NORTH,PRESCHOOL,"609A,TAMPINES NORTH DRIVE 1,#1-362,521609",103.935357759734,1.36361412499017
959,SMALL WONDER PRESCHOOL TOA PAYOH,PRESCHOOL,"530,LORONG 6 TOA PAYOH,#03-01,HDB HUB,310530",103.847086433041,1.33216810552095
961,SMALL WONDER PRESCHOOL WOODLANDS CLOSE,PRESCHOOL,"11,WOODLANDS CLOSE,#01-25,WOODLANDS 11,737853",103.802773360648,1.43482603452741
975,SMALL WONDER PRESCHOOL WOODLANDS DRIVE,PRESCHOOL,"769,WOODLANDS DRIVE 60,#01-130,730769",103.798950715823,1.44729070675124
121,SMALL WONDER PRESCHOOL YISHUN (ADORA GREEN),PRESCHOOL,"348A,YISHUN AVENUE 11,#01-557,761348",103.84121918037,1.42735308102406
370,SMALL WONDER PRESCHOOL YISHUN CENTRAL,PRESCHOOL,"925,YISHUN CENTRAL 1,#05-227,760925",103.837125284539,1.42750549654333
1868,SMART BERRIES @ KOVAN PTE LTD,PRESCHOOL,"17J,JALAN HOCK CHYE,538202",103.889895415893,1.35983503266104
6,SMART BERRIIS @ TAI SENG PTE LTD,PRESCHOOL,"30,TAI SENG STREET,#02-12,BREADTALK IHQ,534013",103.889637526675,1.33434526640303
1133,SMART BERRIIS @ WEST COAST PTE LTD,PRESCHOOL,"2A,JUBILEE ROAD,128524",103.764536469721,1.3050792664295
403,SMART BERRIIS @MACPHERSON PTE. LTD.,PRESCHOOL,"70,MACPHERSON ROAD,#02-01,MACPHERSON ROAD POST OFFICE,348475",103.871337487087,1.32845105129225
175,SMARTZ PLAYHOUSE PTE LTD,PRESCHOOL,"68,JALAN PARI BURONG,PICARDY GARDEN,488718",103.947431220547,1.33432066926286
176,SMARTZ PLAYHOUSE PTE. LTD.,PRESCHOOL,"60,LUCKY HEIGHTS,467614",103.941904391308,1.31789138113531
63,SMI BERRIIS PRESCHOOL @JURONG WEST PTE LTD,PRESCHOOL,"917,JURONG WEST STREET 91,#01-142,NANYANG EMERALD,640917",103.687842202472,1.34034412790429
1774,SMI BERRIIS PRESCHOOL PTE. LTD.,PRESCHOOL,"620,CHOA CHU KANG STREET 62,#01-18,680620",103.747100331609,1.39957666181485
472,SMI PRESCHOOL PTE. LTD.,PRESCHOOL,"414,PANDAN GARDENS,#01-135,600414",103.747247313974,1.32008314222894
221,SMILING STAR EDUHUB PTE LTD,PRESCHOOL,"3A,GAMBAS CRESCENT,NORDCOM ONE,757089",103.813838479838,1.44454639661409
222,SMILING STAR JURONG WEST PTE LTD,PRESCHOOL,"635,JURONG WEST STREET 65,#01-334,640635",103.698397020217,1.34279328774637
223,SMILING STAR SINGAPORE PTE. LTD,PRESCHOOL,"8,PENDING ROAD,#03-03,BUKIT PANJANG COMMUNITY CLUB,678295",103.770558802654,1.37645075555464
1498,SOKA PRESCHOOL,PRESCHOOL,"5,TAMPINES STREET 92,#03-01,TAMPINES SOKA CENTRE,528890",103.943073197567,1.34440161732001
1101,SPRING BUDS LEARNING CAMPUS PTE LTD,PRESCHOOL,"878A,SEMBAWANG ROAD,SEMBAWANG SQUARE ESTATE,758467",103.828389963202,1.45026233556384
1311,SPRING BUDS LEARNING COVE PTE LTD,PRESCHOOL,"49,WOODGROVE AVENUE,NIL,738229",103.780906466067,1.4280276339332
1744,SRI SATHYA SAI KINDERGARTEN,PRESCHOOL,"716,PASIR RIS STREET 72,#01-09,510716",103.936796767809,1.38310038084332
1594,ST JOSEPH'S HOME INFANT AND CHILDCARE,PRESCHOOL,"36,JURONG WEST STREET 24,SAINT JOSEPH'S HOME,648141",103.708337146037,1.34980792115604
197,ST. GERARD'S SCHOOL LLP,PRESCHOOL,"231,MOUNTBATTEN ROAD,#01-01,397999",103.880834672978,1.30809319628825
1553,ST. JOSEPH'S INSTITUTION INTERNATIONAL PRESCHOOL LTD.,PRESCHOOL,"49A,HOLLAND ROAD,SHALOM HOUSE,258850",103.808943635191,1.3082523542175
1574,STAR LEARNERS @ ANG MO KIO PTE. LTD.,PRESCHOOL,"320,ANG MO KIO AVENUE 1,#01-1521,560320",103.848386744168,1.36559244608528
1571,STAR LEARNERS @ BEDOK PTE. LTD.,PRESCHOOL,"64,NEW UPPER CHANGI ROAD,#01-1158,460064",103.939856749673,1.32421853827826
1576,STAR LEARNERS @ BISHAN CENTRAL PTE. LTD.,PRESCHOOL,"510,BISHAN STREET 13,#03-02,570510",103.849691980373,1.34888843900173
578,STAR LEARNERS @ BISHAN PTE. LTD.,PRESCHOOL,"114,BISHAN STREET 12,#01-96,BISHAN VIEW,570114",103.848880515837,1.34754941457825
1569,STAR LEARNERS @ BOON KENG PTE. LTD.,PRESCHOOL,"5,BOON KENG ROAD,#01-84,330005",103.860397463054,1.31629995826281
443,STAR LEARNERS @ BUKIT BATOK PTE. LTD.,PRESCHOOL,"501,BUKIT BATOK STREET 52,#01-71,650501",103.754998121996,1.35149319356169
1166,STAR LEARNERS @ BUKIT MERAH PTE. LTD.,PRESCHOOL,"134,JALAN BUKIT MERAH,#01-1420,160134",103.82772371417,1.27883101079191
435,STAR LEARNERS @ BUKIT PANJANG PTE LTD,PRESCHOOL,"522,JELAPANG ROAD,#01-301,670522",103.766165401472,1.3863359929313
434,STAR LEARNERS @ CCK CENTRAL PTE LTD,PRESCHOOL,"229,CHOA CHU KANG CENTRAL,#01-139,680229",103.746367289377,1.38065374945261
439,STAR LEARNERS @ CCK SPORTS CENTRE PTE. LTD.,PRESCHOOL,"1,CHOA CHU KANG STREET 53,#01-01,CHOA CHU KANG SPORTS CENTRE,689236",103.748024129362,1.39059559281482
1373,STAR LEARNERS @ CHANGI SIMEI PTE. LTD.,PRESCHOOL,"114,SIMEI STREET 1,#01-614,520114",103.950437525657,1.34384910516645
1276,STAR LEARNERS @ ELIAS PTE LTD,PRESCHOOL,"146,PASIR RIS ROAD,PASIR RIS BEACH PARK,519132",103.947818522707,1.38116170541846
906,STAR LEARNERS @ FERNVALE PTE LTD,PRESCHOOL,"12,FERNVALE STREET,#01-10,PARC BOTANNIA,797391",103.875125002531,1.39843523283245
425,STAR LEARNERS @ GAMBAS PTE LTD,PRESCHOOL,"7,GAMBAS CRESCENT,#01-18,ARK@GAMBAS,757087",103.812834544627,1.44485765403794
1159,STAR LEARNERS @ HOUGANG CENTRAL PTE LTD,PRESCHOOL,"434,HOUGANG AVENUE 8,#01-904,530434",103.893822106133,1.37647221623833
622,STAR LEARNERS @ HOUGANG PTE LTD,PRESCHOOL,"8,ST. XAVIER'S LANE,535736",103.898290783389,1.37120180912797
442,STAR LEARNERS @ JURONG PTE. LTD.,PRESCHOOL,"8,BOON LAY WAY,#01-24,8 @ TRADEHUB 21,609964",103.753564699613,1.3274754002115
438,STAR LEARNERS @ JURONG WEST PTE LTD,PRESCHOOL,"862,JURONG WEST STREET 81,#01-624,640862",103.696684591473,1.3501424810666
1173,STAR LEARNERS @ NORTH EAST PTE. LTD.,PRESCHOOL,"57,ANCHORVALE ROAD,#01-04,SENGKANG SPORTS AND RECREATION CENTRE ,544964",103.885784328681,1.39550149743855
1567,STAR LEARNERS @ ONE-NORTH PTE LTD,PRESCHOOL,"10,AYER RAJAH CRESCENT,139940",103.787502523122,1.29569041726748
1577,STAR LEARNERS @ PASIR RIS PTE. LTD.,PRESCHOOL,"76,PASIR RIS HEIGHTS,PASIR RIS BEACH PARK,519282",103.942370233292,1.38234533373115
1174,STAR LEARNERS @ RIVERVALE PTE LTD,PRESCHOOL,"195,RIVERVALE DRIVE,#01-743,540195",103.902400185088,1.39282417800809
404,STAR LEARNERS @ SEMBAWANG PTE. LTD.,PRESCHOOL,"587,SEMBAWANG PLACE,GOLDWOOD GARDENS,758440",103.82459755139,1.4394268166983
427,STAR LEARNERS @ SEMBAWANG WAY PTE. LTD.,PRESCHOOL,"355,SEMBAWANG WAY,#02-02,750355",103.81872759237,1.44954485621129
1575,STAR LEARNERS @ SENGKANG PTE. LTD.,PRESCHOOL,"266,COMPASSVALE BOW,#01-04,MULTI STOREY CAR PARK,540266",103.897039857818,1.38187771301641
426,STAR LEARNERS @ SENGKANG WEST PTE LTD,PRESCHOOL,"38,DEDAP ROAD,TUAN SING PARK,809442",103.865685120431,1.38834135596893
1372,STAR LEARNERS @ SIGLAP PTE. LTD.,PRESCHOOL,"94,DIDO STREET,OPERA ESTATE,459509",103.925267680417,1.32270446967402
1486,STAR LEARNERS @ SIMEI PTE. LTD.,PRESCHOOL,"9,HARVEY AVENUE,489480",103.954988089426,1.3378470793962
1008,STAR LEARNERS @ TAMPINES EAST PTE LTD,PRESCHOOL,"297,TAMPINES STREET 22,#01-576,520297",103.954792487016,1.35114990913318
474,STAR LEARNERS @ TAMPINES PTE. LTD.,PRESCHOOL,"241,TAMPINES STREET 21,#01-435,520241",103.947116640698,1.35461516668329
1572,STAR LEARNERS @ TAMPINES WEST PTE. LTD.,PRESCHOOL,"823,TAMPINES STREET 81,#02-00,520823",103.934024716838,1.3487449454775
1573,STAR LEARNERS @ TANJONG PAGAR PTE. LTD.,PRESCHOOL,"1,TANJONG PAGAR PLAZA,#02-01A,082001",103.852535916404,1.29684825480832
1568,STAR LEARNERS @ TELOK BLANGAH PTE LTD,PRESCHOOL,"78B,TELOK BLANGAH STREET 32,#02-16,102078",103.808335234515,1.27363295987739
1161,STAR LEARNERS @ TOA PAYOH PTE LTD,PRESCHOOL,"259,KIM KEAT AVENUE,#01-04,310259",103.857558824931,1.33389588710225
1552,STAR LEARNERS @ UBI PTE LTD,PRESCHOOL,"315,UBI AVENUE 1,#01-409,400315",103.903403932337,1.32954023626209
436,STAR LEARNERS @ UPPER BUKIT TIMAH PTE LTD,PRESCHOOL,"25,ALMOND CRESCENT,677781",103.772967398098,1.37328302243363
444,STAR LEARNERS @ WOODLANDS 888 PTE LTD,PRESCHOOL,"888,WOODLANDS DRIVE 50,#02-741,888 PLAZA,730888",103.795314383823,1.43712301500434
440,STAR LEARNERS @ WOODLANDS CIRCLE PTE. LTD.,PRESCHOOL,"764A,WOODLANDS CIRCLE,#01-300,731764",103.796780614168,1.44561064808723
441,STAR LEARNERS @ WOODLANDS PTE LTD,PRESCHOOL,"11,WOODLANDS CLOSE,#01-22,WOODLANDS 11,737853",103.802773360648,1.43482603452741
917,STAR LEARNERS @ YIO CHU KANG PTE. LTD.,PRESCHOOL,"645,ANG MO KIO AVENUE 6,#01-4991,560645",103.842235624758,1.37927553533411
389,STAR LEARNERS @ YISHUN PTE LTD,PRESCHOOL,"2,YISHUN INDUSTRIAL STREET 1,#01-18,NORTH POINT BIZHUB,768159",103.843001218512,1.43625253850615
437,STAR LEARNERS @ YUNG HO PTE LTD,PRESCHOOL,"21,YUNG HO ROAD,#01-01,THE AGAPE,618593",103.724749318075,1.32695779286094
1570,STAR LEARNERS PTE LTD,PRESCHOOL,"3,LORONG G TELOK KURAU,426165",103.906017775094,1.31650359348119
1487,STAR LEARNERS RESPECT PTE. LTD.,PRESCHOOL,"30,SIN MING LANE,MIDVIEW CITY,573953",103.833717500257,1.36015261805469
1508,STARSHINE MONTESSORI CHILDCARE CENTER,PRESCHOOL,"2,HILLVIEW WAY,669173",103.759363426502,1.35374311115721
1749,SUNFLOWER BABY HOUSE PTE. LTD.,PRESCHOOL,"600,LORONG 4 TOA PAYOH,#02-03,600 @ TOA PAYOH,319515",103.850977706475,1.33403623894465
368,SUNFLOWER CHILDCARE & DEVELOPMENT CENTRE PTE LTD,PRESCHOOL,"670,BEDOK NORTH STREET 3,#03-01,KAKI BUKIT COMMUNITY CENTRE,469627",103.926857202735,1.33335800926146
1084,SUNFLOWER KIDDY STAR PRESCHOOL PTE LTD,PRESCHOOL,"896,TAMPINES STREET 81,#01-876,520896",103.932451735683,1.34830327385557
1294,SUNFLOWER KINDERHUB @ AMK PTE LTD,PRESCHOOL,"20,MAYFLOWER RISE,MAYFLOWER GARDENS,568659",103.838233492061,1.37268757817195
634,SUNFLOWER KINDERHUB PTE LTD,PRESCHOOL,"1 & 3,STRATTON ROAD,806787",103.867423838339,1.38059961838824
1293,SUNFLOWER PRESCHOOL @ AMK PTE. LTD.,PRESCHOOL,"216,ANG MO KIO AVENUE 4,#04-02,KEBUN BARU COMMUNITY CLUB,569897",103.837612421294,1.37300750160253
358,SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.,PRESCHOOL,"80,LORONG LIMAU,BALESTIER AREA OFFICE,320080",103.855670620709,1.32379607125113
1083,SUNFLOWER PRESCHOOL @ BEDOK PTE LTD,PRESCHOOL,"215,BEDOK NORTH STREET 1,#01-83,460215",103.933497473796,1.32607594879214
1296,SUNFLOWER PRESCHOOL @ BEDOK SOUTH PTE LTD,PRESCHOOL,"159,BEDOK SOUTH AVE 3,#01-1555,460159",103.945624497023,1.31904563538918
1089,SUNFLOWER PRESCHOOL @ BUKIT BATOK PTE LTD,PRESCHOOL,"288E,BUKIT BATOK STREET 25,#01-66,654288",103.758897488955,1.34551240744243
1870,SUNFLOWER PRESCHOOL @ CLEMENTI PTE. LTD.,PRESCHOOL,"431,CLEMENTI AVENUE 3,#01-348,120431",103.762535189721,1.31377438724798
107,SUNFLOWER PRESCHOOL @ DAKOTA PTE LTD,PRESCHOOL,"49,JALAN TIGA,#01-50,390049",103.885424848249,1.30888261835169
1851,SUNFLOWER PRESCHOOL @ FRANKEL PTE LTD,PRESCHOOL,"50,FRANKEL AVENUE,FRANKEL ESTATE,458177",103.918712279031,1.31475091418836
1090,SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.),PRESCHOOL,"90,HOUGANG AVENUE 10,#05-08,HOUGANG MALL,538766",103.893883460466,1.37253315637342
1295,SUNFLOWER PRESCHOOL @ HOUGANG CC (PRIVATE LIMITED),PRESCHOOL,"35,HOUGANG AVENUE 3,#03-02,HOUGANG COMMUNITY CLUB,538840",103.892727994573,1.36475124381247
1078,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,PRESCHOOL,"5,DEPOT ROAD,DEFENCE TECHNOLOGY BUILDING,109681",103.814061677608,1.28025103903788
1079,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,PRESCHOOL,"48,BOON LAY WAY,609961",103.748331228993,1.33102122066659
1080,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,PRESCHOOL,"307,BUKIT PANJANG LOOP,GOMBAK RECREATION CENTRE,669638",103.760344800769,1.36921350286812
1086,SUNFLOWER PRESCHOOL @ NSE PTE. LTD.,PRESCHOOL,"1,YISHUN AVENUE 9,#02-04,NEE SOON EAST COMMUNITY CLUB,768893",103.83859822357,1.43077105514902
1091,SUNFLOWER PRESCHOOL @ PASIR RIS PTE. LTD.,PRESCHOOL,"472,PASIR RIS DRIVE 6,#01-464,510472",103.957269905237,1.37416575605544
1087,SUNFLOWER PRESCHOOL @ PR TOWN PARK PTE LTD,PRESCHOOL,"553,PASIR RIS ST 51,#01-111,510553",103.952769232866,1.36797543702573
1093,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD PTE. LTD.,PRESCHOOL,"201D,PUNGGOL FIELD,#01-270,824201",103.903378057073,1.3996843207221
1092,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD WALK PTE. LTD.,PRESCHOOL,"128D,PUNGGOL FIELD WALK,#01-323,824128",103.911961953324,1.39296771940163
1253,SUNFLOWER PRESCHOOL @ RIVERVALE,PRESCHOOL,"145,RIVERVALE DRIVE,#01-529,540145",103.906070343849,1.3899004407988
1081,SUNFLOWER PRESCHOOL @ SEMBAWANG PTE. LTD.,PRESCHOOL,"534,SEMBAWANG ROAD,SEMBAWANG SPRINGS ESTATE,758407",103.825927427623,1.43703056397987
579,SUNFLOWER PRESCHOOL @ SIMEI PTE LTD,PRESCHOOL,"165,SIMEI ROAD,#01-362,520165",103.959248804134,1.34553016120065
1055,SUNFLOWER PRESCHOOL @ TECK GHEE PTE LTD,PRESCHOOL,"455B,ANG MO KIO STREET 44,#01-21,TECK GHEE PARKVIEW,562455",103.858495667837,1.36833017912554
1088,SUNFLOWER PRESCHOOL @ TENAGA PTE LTD,PRESCHOOL,"656,JALAN TENAGA,#01-104,410656",103.907540967141,1.33370804056258
1094,SUNFLOWER PRESCHOOL @ UBI PTE. LTD.,PRESCHOOL,"306,UBI AVENUE 1,#02-187,400306",103.901930369733,1.32987117232209
